dia,id_vuelo,origen,destino_programado,destino_final,redirigido,es_exterior,salida_programada,llegada_real,retraso_total_min,retraso_por_redireccion_min,combustible_consumido_l,tipo_aeronave
1,A32EXTERIOR00040,A32,EXTERIOR,EXTERIOR,False,True,395.0,552.1705871103462,22.17058711034622,0.0,9286.689615605277,medio_radio
1,A15A4500330,A15,A45,A45,False,False,470.0,552.3262554830058,18.326255483005752,0.0,4179.827902135298,medio_radio
1,A19A3800388,A19,A38,A38,False,False,484.0,552.7340402820001,20.734040282000137,0.0,3037.57775559234,corto_radio
1,A46A1000232,A46,A10,A10,False,False,378.0,553.0318444957481,32.031844495748146,0.0,9563.963776717217,medio_radio
1,A6A4200141,A6,A42,A42,False,False,490.0,553.0879716382613,14.087971638261251,0.0,2526.1261199374117,corto_radio
1,A41A3600558,A41,A36,A36,False,False,484.0,554.0,14.0,0.0,3253.4002143752573,medio_radio
1,A44A4600599,A44,A46,A46,False,False,501.0,554.0119125154687,13.01191251546868,0.0,2017.1475625261614,corto_radio
1,A20A4000399,A20,A40,A40,False,False,492.0,554.4147405383607,16.41474053836066,0.0,2642.673400837886,corto_radio
1,A48A700169,A48,A7,A7,False,False,510.0,555.4850560967891,17.485056096789094,0.0,1836.3591297209507,corto_radio
1,A5A4800119,A5,A48,A48,False,False,495.0,555.7173917270104,18.71739172701041,0.0,2600.0752904699943,corto_radio
1,A7A3700164,A7,A37,A37,False,False,523.0,556.8368132715808,12.836813271580809,0.0,1099.9332988359079,corto_radio
1,A42A3500552,A42,A35,A35,False,False,487.0,556.8778361752343,10.877836175234279,0.0,3212.3097822148093,medio_radio
1,A34A1200265,A34,A12,A12,False,False,408.0,557.7013308639996,13.701330863999601,0.0,7508.279170894448,medio_radio
1,A38A2100411,A38,A21,A21,False,False,471.0,559.3060489386692,21.306048938669164,0.0,4456.906691221635,medio_radio
